6	1	685990.75	8348540.5	1	55	8	1	1	0	1.40495	5	2.8399999	0	1	1.35	82.758621	165.51724	248.27586	0	496.55173	2.8499999	0.25889999	2.7107999	3.5912001	0	0	0.261886	0.91110402	0	0.23196	0	0	0.493846	0.91110402	3	10	5	225.5	200	1	1	1	3	63	8349567	684699	0.1137	1	9	2	2	2	0	1	0	0	1	1406.0686	200.10571	0	0.12385664	6	26	6	0	32	5.5999999	0	38	0	0	0	0	0	0	0	0	0	0	0.93737906	57.961655	52.413792	0	4.1379309	1.4099311	2	0.076764807	39.914104	157.64258	0.92821521	966	3.5000002	5.5484781	1.6586019	37.690273	1.3034363	47.927719	33.790588	17.08662	6.4463434	6.8758078	1	1073.3503	119	75.963753	-0.13086985	0.425327	3285.7559	43	0	0	1
6	1	685990.75	8348540.5	1	55	8	1	1	0	1.40495	5	2.8399999	0	1	1.35	82.758621	165.51724	248.27586	0	496.55173	2.8499999	0.25889999	2.7107999	3.5912001	0	0	0.261886	0.91110402	0	0.23196	0	0	0.493846	0.91110402	3	10	5	225.5	200	1	1	1	4	64	8348538	685989	0.072389998	1	22	4	0	0	0	5	0	0	1	1104.2271	79.934998	0	0	6	9	6	18	26	12.6	0	39	25	79.430862	72.523827	0	345.35156	200	2762.8125	14.366625	4.9730625	14.642906	8.5243816	23.153585	53.793102	13.793103	0	-44.432621	2	0.070312142	57.435646	183.15785	1.11748	921	7.2734742	6.0128865	2.003227	43.455338	1.2389297	32.978642	43.158772	18.922163	6.5021505	0	16	1013.3849	127	-1	0	0	898.96234	0	13.8	0.048	1
6	1	685990.75	8348540.5	1	55	8	1	1	0	1.40495	5	2.8399999	0	1	1.35	82.758621	165.51724	248.27586	0	496.55173	2.8499999	0.25889999	2.7107999	3.5912001	0	0	0.261886	0.91110402	0	0.23196	0	0	0.493846	0.91110402	3	10	5	225.5	200	1	1	1	5	65	8348718	685990	0.13683	1	11	4	0	0	0	5	0	0	1	2336.7683	319.73999	0	0	9	9	6	0	16	7.4000001	0	24	0.5	1.680918	0	0	3.6541693	0	0	0	0	0	7.0103049	92.614342	33.103447	0.27586207	0	59.235035	2	0.056916475	52.595108	206.26761	0.76076651	933	0.50000006	7.4943881	2.1815112	55.387444	1.1786288	43.118286	32.306412	18.470367	7.3089924	5.0028849	1	89.948105	119	90	0	-0.33371809	898.96234	0	0.30000001	0	1
7	1	685943.06	8348850	1	21	6	2	1	1	0.59697998	3	2.052	0.5	1	0.01	11.034483	0	0	0	11.034483	0.38890001	0	1.7421	1.2847	0.30666667	0	0.35193199	0.062826	0.062826	0	0	0.119396	0.35193199	0.125652	3.3333333	2	1	60	0	1	3	3	1	71	8349101	685149	0.31413001	1	4	1	2	1	1	0	0	1	1	296.87549	93.2575	0	0	4	8	4	0	9	8.6000004	0	16	10	10.982714	3.3425653	0	31.833954	0	0	0	0	0	1.6964314	27.012518	22.068966	8.2758617	3.4482758	-6.7805862	1	0.07956855	46.933819	171.54866	0.92092335	956	6.1225414	6.0482688	1.8203	41.387535	1.2335639	36.705681	42.306522	19.270748	9.5379629	0	2	965.83868	127	-1	0	0	898.96234	228	8.3000002	0	2
7	1	685943.06	8348850	1	21	6	2	1	1	0.59697998	3	2.052	0.5	1	0.01	11.034483	0	0	0	11.034483	0.38890001	0	1.7421	1.2847	0.30666667	0	0.35193199	0.062826	0.062826	0	0	0.119396	0.35193199	0.125652	3.3333333	2	1	60	0	1	3	3	2	72	8348732	685880	0.064230002	3	4	1	4	0	0	0	0	1	2	4148.373	266.45001	0	0	28	14	4	0	23	20.200001	0	46	50	268.5661	81.737503	0	778.45245	0	0	0	0	0	6.5530128	77.178619	63.448277	30.344828	3.4482758	-20.062759	1	0.060876094	48.455631	186.06717	0.87827927	933	4.7751689	5.8389416	1.775816	41.378006	1.2231845	43.529289	37.123039	19.044563	7.3722916	6.6705132	1	995.82141	116	90	0	0.44495746	2030.4685	8	30.299999	0	1
7	1	685943.06	8348850	1	21	6	2	1	1	0.59697998	3	2.052	0.5	1	0.01	11.034483	0	0	0	11.034483	0.38890001	0	1.7421	1.2847	0.30666667	0	0.35193199	0.062826	0.062826	0	0	0.119396	0.35193199	0.125652	3.3333333	2	1	60	0	1	3	3	3	73	8349229	684407	0.21862	1	4	1	4	0	0	0	0	1	0	1218.7815	266.45001	0	0	14	28	2	0	23	21.6	0	44	0	0	0	0	0	0	0	0	0	0	1.7062941	77.178619	60.689655	0	0	16.488966	1	0.077556454	54.102711	136.80731	1.1712428	978	3.2771196	6.378768	1.8664408	51.537384	1.1971239	49.80621	29.386133	14.657613	9.6750317	10.143787	4	192.31544	113	189.46233	-0.32322383	0.67793047	3327.8833	9	0	0	2
8	1	685878.13	8349123	1	40	6	2	2	1	1.73887	4	4.1399999	0.66666669	1	0.029999999	33.103447	0	0	0	33.103447	1.2579	0.75989997	1.3771	2.0594001	0.44	0	0.617634	0.40443999	0.16373999	0	0	0.553056	0.617634	0.56818002	1.5	7	2	360	0	1	1	2	1	81	8348975	684718	0.68333	1	57	1	3	2	0	0	0	0	2	4133.2446	2824.3701	0	0	60	12	6	0	40	34	0	78	110	70.683273	3.0731857	0	160.97639	0	0	0	0	0	3.4437973	818.09338	107.5862	11.034483	21.793104	677.67957	1	0.060841475	52.004532	209.61404	0.79911184	997	2.5190463	6.9141912	1.7720969	41.514893	1.2376742	46.328259	34.739616	17.147875	12.915484	8.2543392	2	132.35005	108	135	0.50057715	-0.38933778	898.96234	0	41.400002	0.30599999	2
8	1	685878.13	8349123	1	40	6	2	2	1	1.73887	4	4.1399999	0.66666669	1	0.029999999	33.103447	0	0	0	33.103447	1.2579	0.75989997	1.3771	2.0594001	0.44	0	0.617634	0.40443999	0.16373999	0	0	0.553056	0.617634	0.56818002	1.5	7	2	360	0	1	1	2	2	82	8349172	684405	0.27289999	1	59	1	1	1	3	0	0	0	2	1952.73	532.90002	0	0	28	10	0	0	20	17.200001	0	38	150	189.6299	57.713448	0	549.65192	0	0	0	0	0	3.9054599	154.35724	52.413792	46.206898	11.034483	44.702068	1	0.065875597	55.446327	194.72108	0.88468498	980	1.4142137	6.4546676	1.404932	42.810429	1.2266963	46.529942	26.827366	21.577368	8.0127268	5.0028849	4	998.83527	119	180	0	-0.33371809	898.96234	0	46.200001	0.449	2
8	1	685878.13	8349123	1	40	6	2	2	1	1.73887	4	4.1399999	0.66666669	1	0.029999999	33.103447	0	0	0	33.103447	1.2579	0.75989997	1.3771	2.0594001	0.44	0	0.617634	0.40443999	0.16373999	0	0	0.553056	0.617634	0.56818002	1.5	7	2	360	0	1	1	2	3	83	8349153	685843	0.40000001	10	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36725	0	0	0	0	0	1	0.052967597	47.801048	218.86943	0.84660852	950	1.7561873	7.3643861	1.8833094	49.289879	1.2141626	38.936962	34.495193	22.937586	6.7211647	8.3381414	4	277.11935	124	216.8699	0.16018468	0.27142406	1306.7686	2	0	0	0
8	1	685878.13	8349123	1	40	6	2	2	1	1.73887	4	4.1399999	0.66666669	1	0.029999999	33.103447	0	0	0	33.103447	1.2579	0.75989997	1.3771	2.0594001	0.44	0	0.617634	0.40443999	0.16373999	0	0	0.553056	0.617634	0.56818002	1.5	7	2	360	0	1	1	2	5	85	8349043	684778.56	0.38264	1	3	2	2	1	0	0	0	2	1	1114.1543	506.49142	0.073332638	0.073332638	28	6	0	0	18	15.2	0	34	100	75.135895	41.161404	0	261.34225	0	0	0	0	0	0.27853858	146.70786	46.896553	15.172414	0	84.638893	2	0.059706166	67.144844	181.13475	0.78433907	989	14.692356	6.7004757	1.7749791	40.83939	1.2584387	53.634415	34.43951	11.391934	8.2949896	5.8959565	1	1140.5906	119	81.869896	0.15704381	-0.39915302	898.96234	0	0	0	1
9	1	686004.88	8348567.5	1	50	7	1	0.66666669	1	1.22369	2	3.6440001	2	0	0.029999999	0	0	0	0	0	0.38890001	0	3.1192	2.0409999	0.2	0	1.170804	0.052886002	0	0	0	0	1.170804	0.052886002	4.5	1	3	50	100	1	1	3	1	91	8348069	685601	0.95925999	1	64	4	5	0	0	0	0	0	1	555.53241	1280.4714	0	0	150	105	10	0	107	142	0	265	50	17.982611	5.4729686	0	52.123512	100	104.24702	0.54208452	0.18764465	0.55250925	2.555449	370.89517	365.51724	27.586206	0	-22.208277	2	0.065237902	46.777248	126.95481	0.93540591	936	9.2715187	7.1563864	1.7386649	39.151421	1.2739191	43.672638	34.301464	17.598579	8.6345758	5.0028849	16	1128.1715	135	270	0	-0.33371809	898.96234	0	15.2	0.73299998	2
9	1	686004.88	8348567.5	1	50	7	1	0.66666669	1	1.22369	2	3.6440001	2	0	0.029999999	0	0	0	0	0	0.38890001	0	3.1192	2.0409999	0.2	0	1.170804	0.052886002	0	0	0	0	1.170804	0.052886002	4.5	1	3	50	100	1	1	3	2	92	8348110	685892	0.26442999	1	57	2	4	1	0	0	0	0	1	201.52782	293.80429	0.31834513	0.31834513	105	70	10	0	75	99.400002	0	185	0	0	0	0	0	0	0	0	0	0	9.2702799	85.101929	255.17241	0	0	-170.07048	2	0.057285309	51.599449	184.35922	0.69623053	924	5.3357129	6.6430821	2.1038766	51.381985	1.2387574	49.525887	29.8216	17.01836	10.274171	6.5918798	4	294.6828	112	145.30484	-0.23103561	0.32516122	3268.0564	3	27.6	0.012	2
10	1	685884.38	8348930.5	1	40	8	1	2	1	0.75524002	2	3.2079999	2.5	0	0.20999999	0	0	206.89655	0	206.89655	0.38890001	0	1.8329	1.2453001	0	1	0.19024	0.565	0	0	0	0	0.19024	0.565	3	4	2	0	215	1	1	3	1	101	8348934	685880	0.04899	1	13	1	5	0	0	0	0	0	1	2175.5461	106.58	0	0	3	8	0	2	9	6	0	13	0	0	0	0	0	15	306.18494	1.5921617	0.55113286	1.6227802	4.3510919	30.871449	17.931034	0	0	12.940413	1	0.067413144	48.892281	138.13391	1.0130041	941	2.0000002	6.1080937	1.971503	53.272919	1.171578	43.958847	29.371202	17.968767	7.4700117	6.6705132	4	294.6828	116	180	0	0.44495746	1628.4219	1	0	0	2
10	1	685884.38	8348930.5	1	40	8	1	2	1	0.75524002	2	3.2079999	2.5	0	0.20999999	0	0	206.89655	0	206.89655	0.38890001	0	1.8329	1.2453001	0	1	0.19024	0.565	0	0	0	0	0.19024	0.565	3	4	2	0	215	1	1	3	2	102	8348494	685711	0.70625001	3	57	2	1	4	0	0	0	0	1	754.54865	773.41431	0.11919292	0.11919292	48	96	0	14	80	75.199997	0	158	0	0	0	0	0	200	283.18585	1.4725664	0.50973451	1.500885	0.075454868	224.02345	217.93103	0	2.8965516	3.1958621	2	0.066589139	32.176113	120.62415	0.88200682	919	0	10.308375	1.8075958	39.099686	1.2901498	39.458885	36.418167	18.568344	5.3028512	3.3352566	1	1188.1366	122	90	0	0.22247873	2034.1295	2	0	0	2
11	1	685918.88	8348897.5	1	68	8	2	3	1	0.39703	1	4.652	1	1	9.3299999	0	0	482.75861	0	482.75861	0.86900002	-0.0197	3.1666	2.5025001	0.06666667	0	0.23821799	0.158812	0	0	0	0	0.23821799	0.158812	3	2	2	100	0	1	1	2	1	111	8348571	685779	0.39703	2	57	1	3	2	0	0	0	0	1	2415.9888	959.21997	0	0	42	120	16	0	88	87.800003	0	178	100	86.895195	26.446363	0	251.87013	0	0	0	0	0	0.1342216	277.84305	245.51724	60.689655	12.413794	-40.777657	1	0.078136712	22.145004	108.83457	1.1785551	922	0.50000006	7.4943881	1.5613425	32.049191	1.3800696	47.94006	32.365265	18.417143	8.6032715	8.3381414	16	1200.5562	114	180	0	0.55619681	1614.7404	5	0	0	2
12	1	686031.81	8348931.5	1	37	5	1	0.66666669	1	0.24566001	1	2.052	0.5	1	0.039999999	0	0	206.20689	0	206.20689	0	0	1.7338001	0.95910001	0	1	0.049132001	0.049132001	0	0	0	0.147396	0.049132001	0.049132001	1	1	1	50	100	1	1	3	1	121	8348919	686114	0.24566001	2	41	1	1	1	0	0	0	3	1	1518.4808	373.03	0	0	48	42	4	6	50	45.200001	0	100	50	93.625336	0	0	203.53334	100	407.06668	2.1167467	0.73272002	2.1574533	3.9083693	108.05007	137.93103	30.344828	0	-60.225792	1	0.065442525	47.815479	146.56236	0.81522262	948	7.9047575	5.4266868	1.2706337	32.793377	1.3550895	54.965191	24.91103	16.850676	11.537345	7.0996718	1	649.33105	115	93.366463	0	-0.44495746	898.96234	1	60.700001	0	2
13	1	685960.13	8349124.5	1	41	8	2	2.3333333	1	2.445456	2	2.8640001	1.5	0	0.49000001	91.034485	26.206896	110.34483	275.86206	503.44827	0.86900002	0.25889999	3.1666	2.6538999	0.2	0	0.67758238	1.7678736	0	0	0	0	0.67758238	1.7678736	1.5	7	3	100	0	1	1	2	1	131	8347938	684772.88	0.94245601	2	58	2	2	3	0	0	0	0	2	2318.2939	2665.9185	0.17863964	0.17863964	40	54	2	16	65	45	0	112	40	14.642593	4.4564414	0	42.442299	0	0	0	0	0	0.39376906	772.19708	154.48276	22.413794	0	595.30054	2	0.066228047	68.041397	159.3847	0.88572109	999	5.7008772	5.0606213	1.6531643	41.242626	1.2680089	33.805645	38.309635	23.661552	5.4747972	3.3352566	4	269.8443	122	180	0	-0.22247873	898.96234	0	30.299999	0	2
13	1	685960.13	8349124.5	1	41	8	2	2.3333333	1	2.445456	2	2.8640001	1.5	0	0.49000001	91.034485	26.206896	110.34483	275.86206	503.44827	0.86900002	0.25889999	3.1666	2.6538999	0.2	0	0.67758238	1.7678736	0	0	0	0	0.67758238	1.7678736	1.5	7	3	100	0	1	1	2	2	132	8349049	684953	1.503	1	95	2	1	4	0	0	0	0	2	709.11511	1065.8	0	0	119	40	8	0	93	65.800003	0	167	60	13.772455	4.1916165	0	39.920158	0	0	0	0	0	0.8958084	308.71448	230.34483	36.306206	0	42.06345	3	0.05565862	42.797024	136.58937	0.52324873	975	9.1429272	5.3965697	1.786306	47.675011	1.2038302	42.404236	35.861706	18.320368	6.3660898	5.0375075	4	1248.1019	116	114.44395	0.083429523	0.30590826	1610.774	1	0	0	1
14	1	685927.88	8349054	1	51	0	2	2	0	0.92047	3	4.1279998	1	1	0.01	0	0	358.6207	9.6551723	368.27585	0.38890001	0	2.3361001	1.5062	0.33333334	1	0.63565397	0.12932	0.043526001	0	0	0.11197	0.63565397	0.172846	3	5	2	100	0	1	1	2	1	141	8348457	684591	0.55984998	2	7	1	4	0	0	0	0	1	0	951.86212	599.56665	0	0	21	42	6	0	39	30.6	0	69	50	41.082432	0	0	89.309639	0	0	0	0	0	3.8074484	173.66759	95.172417	10.344828	0	68.150345	1	0.086964689	36.709332	154.82254	0.97288352	986	2.9752359	6.3874869	2.0229011	54.349438	1.1549873	37.330616	34.632511	24.696381	7.4284821	0	4	614.20404	127	-1	0	0	898.96234	0	30.299999	0	1
14	1	685927.88	8349054	1	51	0	2	2	0	0.92047	3	4.1279998	1	1	0.01	0	0	358.6207	9.6551723	368.27585	0.38890001	0	2.3361001	1.5062	0.33333334	1	0.63565397	0.12932	0.043526001	0	0	0.11197	0.63565397	0.172846	3	5	2	100	0	1	1	2	2	142	8349425	685905	0.21763	2	45	1	3	1	1	0	0	0	2	244.86514	119.95667	0	0	21	42	0	0	36	27.6	0	63	0	0	0	0	0	0	0	0	0	0	2.6935165	34.746071	86.896553	0	0	-52.150482	0	0.066717453	22.123987	136.54681	0.95763612	948	0	10.308375	1.8374019	45.94339	1.2591497	40.677456	37.487743	16.400564	6.6176171	0	4	1175.7174	127	-1	0	0	898.96234	2	22.4	0	2
14	1	685927.88	8349054	1	51	0	2	2	0	0.92047	3	4.1279998	1	1	0.01	0	0	358.6207	9.6551723	368.27585	0.38890001	0	2.3361001	1.5062	0.33333334	1	0.63565397	0.12932	0.043526001	0	0	0.11197	0.63565397	0.172846	3	5	2	100	0	1	1	2	3	143	8348445	684656	0.14298999	2	46	1	2	3	0	0	0	0	2	745.36682	106.58	0	0	0	0	6	0	3	3	0	6	50	160.8504	0	0	349.6748	0	0	0	0	0	2.9427233	30.871449	8.2758617	12.413794	0	10.181793	1	0.078526571	44.842403	127.04935	1.0043465	980	3.4043903	7.2153769	1.7046	40.214802	1.2632879	36.513763	43.67588	21.573195	8.1690531	1.6676283	4	1175.7175	124	90	0	0.11123937	2013.5013	5	36.299999	0	2
15	1	685989.56	8349080	1	40	7	2	2.6666667	1	1.68471	5	3.4719999	1.5	0	2.03	132.41379	73.103447	537.93103	0	743.4483	1.0362999	0.77670002	3.1192	3.3864999	0	1	0.6972	0.088409998	0.68497801	0.214122	0	0	0.911322	0.77338803	3.5999999	7	2	150	345	1	1	2	1	151	8349620	683918	0.44205001	2	13	1	3	1	0	1	0	0	2	5545.3906	2451.3401	0	0	30	97	6	0	47	58	0	133	30	26.015156	4.7505937	0	67.865623	150	339.32813	1.7645062	0.61079061	1.7984391	3.6165593	710.04333	183.44827	19.183449	0	507.41159	1	0.094265737	70.335785	132.03989	1.4156793	984	0	10.308375	1.7038312	35.496113	1.2843914	43.446922	34.454754	19.609501	7.7825146	5.4358034	4	626.62335	119	184.39871	0	0.33371809	1903.08	3	10.3	0.61500001	2
15	1	685989.56	8349080	1	40	7	2	2.6666667	1	1.68471	5	3.4719999	1.5	0	2.03	132.41379	73.103447	537.93103	0	743.4483	1.0362999	0.77670002	3.1192	3.3864999	0	1	0.6972	0.088409998	0.68497801	0.214122	0	0	0.911322	0.77338803	3.5999999	7	2	150	345	1	1	2	2	152	8349620	683967	0.51306999	2	13	1	2	0	3	0	0	0	2	4777.7886	2451.3401	0	0	30	176	6	0	56	116	0	212	45	33.621143	6.139513	0	87.707329	150	292.35776	1.5202603	0.52624398	1.5494962	0.86510611	710.04333	292.41379	22.799999	0	394.82953	1	0.092863142	53.27639	133.6342	1.1842149	984	2.5	5.8849506	1.71591	40.512135	1.2667289	34.123974	39.713974	20.847172	6.2477021	1.6676283	4	324.66547	124	180	0	-0.11123937	898.96234	0	0	0	2
15	1	685989.56	8349080	1	40	7	2	2.6666667	1	1.68471	5	3.4719999	1.5	0	2.03	132.41379	73.103447	537.93103	0	743.4483	1.0362999	0.77670002	3.1192	3.3864999	0	1	0.6972	0.088409998	0.68497801	0.214122	0	0	0.911322	0.77338803	3.5999999	7	2	150	345	1	1	2	3	153	8349319	684451	0.62856001	1	11	3	1	0	3	1	0	0	2	339.12436	213.16	0	0	14	84	4	0	28	32.599998	0	102	60	36.591576	6.6819396	0	95.456284	0	0	0	0	0	1.0173731	61.742897	140.68965	27.954014	0	-106.90077	1	0.061875332	42.088329	162.85172	0.74068242	973	1.0923172	8.2758369	1.7235234	44.015583	1.2089207	50.721962	36.068764	17.323597	7.9526186	1.3183759	2	324.6655	128	251.56505	-0.24472661	0.088991493	1708.0577	123	12.4	0.53799999	0
15	1	685989.56	8349080	1	40	7	2	2.6666667	1	1.68471	5	3.4719999	1.5	0	2.03	132.41379	73.103447	537.93103	0	743.4483	1.0362999	0.77670002	3.1192	3.3864999	0	1	0.6972	0.088409998	0.68497801	0.214122	0	0	0.911322	0.77338803	3.5999999	7	2	150	345	1	1	2	4	154	8349075	685944	0.046239998	2	54	1	5	0	0	0	0	0	2	1152.4655	53.290001	0	0	6	8	2	0	6	6	3.5999999	16	7.5	62.175606	11.353806	0	162.19724	45	973.18341	5.0605536	1.7517301	5.1578722	23.049309	15.435724	22.068966	1.7296551	0	-8.3628969	1	0.06281738	59.482254	246.17331	0.70059574	949	17.743391	6.5637388	1.5107096	35.486149	1.3323572	39.040482	35.917465	20.135122	6.6417751	6.8758078	4	734.13495	114	104.03625	0.078521907	0.41224	1745.7788	1	19.200001	0	2
