9	1	686004.87	8348567.65	1.00	50.00	7.00	1.00	0.67	1.00	1.22	2.00	3.64	2.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.39	0.00	3.12	2.04	0.20	0.20	0.00	0.00	0.20	0.00	1.17	0.05	0.00	0.00	0.00	0.00	1.17	0.05	4.50	1.00	3.00	50.00	100.00	1.00	1.00	3.00	137.38	0.00	137.38	137.38	6.00	1.00	3.00	1.00	1.00	0.00	1.00	91.00	8348069.00	685601.00	0.96	1.00	64.00	4.00	5.00	0.00	0.00	0.00	0.00	0.00	1.00	555.53	1280.47	0.00	0.00	150.00	105.00	10.00	0.00	107.00	142.00	0.00	265.00	50.00	17.98	5.47	0.00	52.12	100.00	104.25	0.54	0.19	0.55	2.56	370.90	365.52	27.59	0.01	0.00	-22.21	2.00	0.55	0.56
9	1	686004.87	8348567.65	1.00	50.00	7.00	1.00	0.67	1.00	1.22	2.00	3.64	2.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.39	0.00	3.12	2.04	0.20	0.20	0.00	0.00	0.20	0.00	1.17	0.05	0.00	0.00	0.00	0.00	1.17	0.05	4.50	1.00	3.00	50.00	100.00	1.00	1.00	3.00	137.38	0.00	137.38	137.38	6.00	1.00	3.00	1.00	1.00	0.00	2.00	92.00	8348110.00	685892.00	0.26	1.00	57.00	2.00	4.00	1.00	0.00	0.00	0.00	0.00	1.00	201.53	293.80	0.32	0.32	105.00	70.00	10.00	0.00	75.00	99.40	0.00	185.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.27	85.10	255.17	0.00	0.00	0.00	-170.07	2.00	0.00	0.00
10	1	685884.39	8348930.32	1.00	40.00	8.00	1.00	2.00	1.00	0.76	2.00	3.21	2.50	0.00	0.21	0.00	0.00	206.90	0.00	206.90	0.39	0.00	1.83	1.25	0.00	0.00	0.00	0.00	0.00	1.00	0.19	0.57	0.00	0.00	0.00	0.00	0.19	0.57	3.00	4.00	2.00	0.00	215.00	1.00	1.00	3.00	13.24	1.66	14.90	14.90	7.00	1.00	4.00	1.00	1.00	0.00	2.00	102.00	8348494.00	685711.00	0.71	3.00	57.00	2.00	1.00	4.00	0.00	0.00	0.00	0.00	1.00	754.55	773.41	0.12	0.12	48.00	96.00	0.00	14.00	80.00	75.20	0.00	158.00	0.00	0.00	0.00	0.00	0.00	200.00	283.19	1.47	0.51	1.50	0.08	224.02	217.93	0.00	0.00	2.90	3.20	2.00	0.00	0.00
10	1	685884.39	8348930.32	1.00	40.00	8.00	1.00	2.00	1.00	0.76	2.00	3.21	2.50	0.00	0.21	0.00	0.00	206.90	0.00	206.90	0.39	0.00	1.83	1.25	0.00	0.00	0.00	0.00	0.00	1.00	0.19	0.57	0.00	0.00	0.00	0.00	0.19	0.57	3.00	4.00	2.00	0.00	215.00	1.00	1.00	3.00	13.24	1.66	14.90	14.90	7.00	1.00	4.00	1.00	1.00	0.00	1.00	101.00	8348934.00	685880.00	0.05	1.00	13.00	1.00	5.00	0.00	0.00	0.00	0.00	0.00	1.00	2175.55	106.58	0.00	0.00	3.00	8.00	0.00	2.00	9.00	6.00	0.00	13.00	0.00	0.00	0.00	0.00	0.00	15.00	306.18	1.59	0.55	1.62	4.35	30.87	17.93	0.00	0.00	0.00	12.94	1.00	0.00	0.00
11	1	685918.89	8348897.74	1.00	68.00	8.00	2.00	3.00	1.00	0.40	1.00	4.65	1.00	1.00	9.33	0.00	0.00	482.76	0.00	482.76	0.87	-0.02	3.17	2.50	0.07	0.00	0.00	0.07	0.07	0.00	0.24	0.16	0.00	0.00	0.00	0.00	0.24	0.16	3.00	2.00	2.00	100.00	0.00	1.00	1.00	2.00	71.72	1.38	73.10	73.10	6.00	2.00	1.00	2.00	1.00	0.00	1.00	111.00	8348571.00	685779.00	0.40	2.00	57.00	1.00	3.00	2.00	0.00	0.00	0.00	0.00	1.00	2415.99	959.22	0.00	0.00	42.00	120.00	16.00	0.00	88.00	87.80	0.00	178.00	100.00	86.90	26.45	0.00	251.87	0.00	0.00	0.00	0.00	0.00	0.13	277.84	245.52	60.69	0.00	12.41	-40.78	1.00	0.61	0.61
12	1	686031.80	8348931.39	1.00	37.00	5.00	1.00	0.67	1.00	0.25	1.00	2.05	0.50	1.00	0.04	0.00	0.00	206.21	0.00	206.21	0.00	0.00	1.73	0.96	0.00	0.00	0.00	0.00	0.00	1.00	0.05	0.05	0.00	0.00	0.00	0.15	0.05	0.05	1.00	1.00	1.00	50.00	100.00	1.00	1.00	3.00	1.66	0.00	1.66	1.66	3.00	1.00	0.00	1.00	1.00	0.00	1.00	121.00	8348919.00	686114.00	0.25	2.00	41.00	1.00	1.00	1.00	0.00	0.00	0.00	3.00	1.00	1518.48	373.03	0.00	0.00	48.00	42.00	4.00	6.00	50.00	45.20	0.00	100.00	50.00	93.63	0.00	0.00	203.53	100.00	407.07	2.12	0.73	2.16	3.91	108.05	137.93	30.34	0.00	0.00	-60.23	1.00	0.61	0.61
13	1	685960.13	8349124.26	1.00	41.00	8.00	2.00	2.33	1.00	2.45	2.00	2.86	1.50	0.00	0.49	91.03	26.21	110.34	0.00	227.59	0.87	0.26	3.17	2.65	0.20	0.20	0.20	0.00	0.40	0.00	0.68	1.77	0.00	0.00	0.00	0.00	0.68	1.77	1.50	7.00	3.00	100.00	0.00	1.00	1.00	2.00	234.48	56.28	290.76	290.76	5.00	1.00	2.00	1.00	1.00	0.00	1.00	131.00	8347938.04	684772.87	0.94	2.00	58.00	2.00	2.00	3.00	0.00	0.00	0.00	0.00	2.00	2318.29	2665.92	0.18	0.18	40.00	54.00	2.00	16.00	65.00	45.00	0.00	112.00	40.00	14.64	4.46	0.00	42.44	0.00	0.00	0.00	0.00	0.00	0.39	772.20	154.48	22.41	0.00	0.00	595.30	2.00	0.56	0.56
13	1	685960.13	8349124.26	1.00	41.00	8.00	2.00	2.33	1.00	2.45	2.00	2.86	1.50	0.00	0.49	91.03	26.21	110.34	0.00	227.59	0.87	0.26	3.17	2.65	0.20	0.20	0.20	0.00	0.40	0.00	0.68	1.77	0.00	0.00	0.00	0.00	0.68	1.77	1.50	7.00	3.00	100.00	0.00	1.00	1.00	2.00	234.48	56.28	290.76	290.76	5.00	1.00	2.00	1.00	1.00	0.00	2.00	132.00	8349049.00	684953.00	1.50	1.00	95.00	2.00	1.00	4.00	0.00	0.00	0.00	0.00	2.00	709.12	1065.80	0.00	0.00	119.00	40.00	8.00	0.00	93.00	65.80	0.00	167.00	60.00	13.77	4.19	0.00	39.92	0.00	0.00	0.00	0.00	0.00	0.90	308.71	230.34	36.31	0.00	0.00	42.06	3.00	0.61	0.61
14	1	685927.85	8349054.25	1.00	51.00	0.00	2.00	2.00	0.00	0.92	3.00	4.13	1.00	1.00	0.01	0.00	0.00	358.62	0.00	358.62	0.39	0.00	2.34	1.51	0.34	0.20	0.00	0.14	0.34	1.00	0.64	0.13	0.04	0.00	0.00	0.11	0.64	0.17	3.00	5.00	2.00	100.00	0.00	1.00	1.00	2.00	42.48	182.07	224.55	224.55	8.00	2.00	2.00	0.00	4.00	0.00	2.00	142.00	8349425.00	685905.00	0.22	2.00	45.00	1.00	3.00	1.00	1.00	0.00	0.00	0.00	2.00	244.87	119.96	0.00	0.00	21.00	42.00	0.00	0.00	36.00	27.60	0.00	63.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.69	34.75	86.90	0.00	0.00	0.00	-52.15	0.00	0.00	0.00
14	1	685927.85	8349054.25	1.00	51.00	0.00	2.00	2.00	0.00	0.92	3.00	4.13	1.00	1.00	0.01	0.00	0.00	358.62	0.00	358.62	0.39	0.00	2.34	1.51	0.34	0.20	0.00	0.14	0.34	1.00	0.64	0.13	0.04	0.00	0.00	0.11	0.64	0.17	3.00	5.00	2.00	100.00	0.00	1.00	1.00	2.00	42.48	182.07	224.55	224.55	8.00	2.00	2.00	0.00	4.00	0.00	3.00	143.00	8348445.00	684656.00	0.14	2.00	46.00	1.00	2.00	3.00	0.00	0.00	0.00	0.00	2.00	745.37	106.58	0.00	0.00	0.00	0.00	6.00	0.00	3.00	3.00	0.00	6.00	50.00	160.85	0.00	0.00	349.67	0.00	0.00	0.00	0.00	0.00	2.94	30.87	8.28	12.41	0.54	0.00	10.18	1.00	0.25	0.54
