33	5	688207.2	8348996.8	0	26	2	1	1	2.224	1	0.01	0	0	55.172	0	0.3889	0.2589	0.9116	0.367	1	2	7.06875	6.8967	5	1	1	50	25	1
34	1	685976.86	8348604.61	1	62	0	1	0	2.66	0.5	0	0	0	165.517	0	0	0	0.9213	0	0	2	0.39376	0.2902	4	1	1	25	25	2
35	1	685670.16	8348874	1	34	7	1	0	3.312	1.5	0.34	0	0	66.207	0	0	0.2589	2.6537	0	0	3	0.55588	0.1489	4	1	1	500	75	3
36	1	686028.08	8348688.09	1	29	12	2	1	2.184	1	0	57.931	0	772.414	0	0.3889	0.2589	1.3771	0.267	0	3	0.78028	0.1775	3	1	1	550	50	3
37	1	685917.05	8348855.04	1	34	10	3	1	1.84	0	0.03	0	0	89.655	0	0.3889	0	2.1979	0.173	0	2	0.39515	0.2165	2	1	2	800	125	3
38	1	685551.89	8348884.32	1	49	6	1	0	3.12	3	1.44	206.897	0	234.483	0	0.869	0	1.7421	0	0	2	0.9928	0	2	0	1	0	200	2
39	1	685927.59	8349187.03	1	85	2	0	0	0.562	6	6.3	0	0	82.759	0	0	0	0.9213	0.373	0	7	1.5941	0.0195	4	1	1	175	120	2
40	1	685190.94	8349234.8	1	36	5	2	1	3.864	2	0.03	124.138	0	0	0	1.4252	0.2589	3.1095	0.4	0	2	1.2342	0.419	3	1	1	2000	200	3
41	1	685214.52	8349264.16	1	59	7	1	0	5.282	0.4	0	0	0	0	0	0.869	0.2589	3.2003	0.267	0	4	1.50381	0.2697	3	1	2	0	205	2
42	1	685208.86	8349255.35	1	31	6	1	1	2.396	1.5	0	0	0	0	0	0	0	0.8305	0.167	0	2	0.41147	0.0105	0	1	1	0	0	3
43	1	685594.05	8348688.03	1	67	5	3	1	2.396	1.5	1.12	0	41.379	60	0	0.4801	0.2589	1.7421	0.54	0	2	0.90324	0.2971	4	1	2	0	275	2
44	1	685359.8	8349060.21	1	36	8	2	1	3.004	1.5	0	0	0	441.379	124.138	0.3889	0	1.8329	0.233	0	3	0.4169	0.0708	1	1	1	0	50	3
45	1	685400.04	8349045.4	1	66	0	1	0	1.946	3	0	0	0	55.193	0	0	0	0.9116	0.4	0	1	0.34794	0	1	0	2	0	25	1
46	1	685348.29	8349171.5	1	29	12	3	1	1.852	2	0	0	0	27.586	0	0.3889	0.2589	1.7421	0.1	0	1	0.4408	0.2645	2	1	1	0	25	3
47	1	685544.24	8348785.35	1	60	5	0	1	4.92	2	0.3	0	0	860.69	0	0.4801	0.2589	1.7992	0	0	1	0.8173	0.1635	2	1	1	220	75	3
48	1	685548.33	8348771.37	1	25	8	3	0	3.244	3.5	0	0	0	27.593	0	0.4801	0	0.9116	0	1	2	0.2463	0	2	0	2	0	25	3
49	5	688309.67	8349124.8	0	29	12	2	1	3.676	2.5	0.04	4.828	0	8.276	0	1.2579	0.2589	3.6224	0	1	2	4.10686	3.5704	3	0	1	0	40	1
50	1	684479.68	8349504.98	1	40	8	2	0	5.604	0.6	0.15	96.552	0	510.345	0	1.1667	0.2589	2.7348	0.273	1	3	1.44977	0.1694	2	1	3	50	300	2
51	1	684452.06	8349452.3	1	40	8	3	0	3.492	1.5	0.2	0	0	0	0	1.2579	0	3.1095	0	0	1	0.97775	0.1956	1	1	0	0	100	2
52	5	688219.7	8349627.55	0	40	12	2	1	2.78	2.5	0	38.621	0	198.621	0	1.2579	0.2589	2.2887	0.04	1	2	0.6028	0	1	0	0	0	100	1
53	1	684629.02	8349560.37	1	52	8	1	1	1	0	0	0	0	68.966	0	0.4801	0	0.9213	0	0	2	0.37222	0	2	1	0	100	25	3
54	1	684684.41	8349584.84	1	62	8	1	1	1	0	0.4	0	0	9.655	0.828	0	0	1.2863	0	1	2	0.14285	0.091	3	1	2	0	50	3
55	5	688193.94	8349581.61	0	45	4	2	1	3.872	0.667	0.1	28.966	41.379	193.103	0	0	0	3.1763	0.207	1	2	0.58232	0	1	0	2	125	20	1
56	1	684196.07	8349911.05	1	62	5	2	0	0.84	0	0	0	0	0	0	0	0	1.1858	0	0	1	0.31921	0.2554	3	1	2	100	100	3
57	1	684798.97	8349624.01	1	30	4	0	0	1.68	0	0	14.483	0	30.345	0	0	0	1.7421	0	0	1	0.54554	0	2	1	2	0	50	3
58	1	685334.49	8349181.9	1	30	3	0	1	2.012	0.5	0.03	115.172	0	41.379	0	2.3699	0.2589	1.2766	0.44	0	3	1.173	0.5418	4	1	5	0	100.5	3
59	5	688008.07	8348985.98	0	23	8	1	1	1.052	1	0	0	4.138	82.759	0	0.3889	0	0.9116	0	0	1	0.18576	0	1	0	2	50	2	1
60	5	688240.67	8349284.69	0	74	2	1	0	1.402	1	0.01	0	0	6.897	0.138	0	0	0.9116	0	1	2	0.79504	0.795	2	0	1	300	0	1
61	5	688249.87	8349454.92	0	33	8	1	1	2.476	1.5	0	0	0	55.172	0	0.3889	0	0.9116	0.233	0	1	0.28336	0.2834	2	0	1	0	2	1
62	5	688159.23	8348984.79	0	51	7	2	0	2.46	2	0	0	0	16.552	0	0	0	0.4558	0	1	4	0.58878	0.0812	1	1	1	0	50	2
63	5	688125.45	8349546.41	0	66	0	0	0	1.158	6	0.1	171.034	0	0	0	0	0.2589	1.2863	0	0	2	0.89	0.43	3	0	1	125	50	1
64	5	688242.62	8349669.2	0	80	0	0	1	0.562	6	0	66.207	0	0	0	0	0	2.1979	0.3	0	2	1.25888	0.5671	2	1	1	0	50	1
65	5	688215.43	8349016.66	0	64	14	3	1	1.84	0	0	1820.69	0	0	0	2.203	0.2392	5.4133	0	0	2	0.82	0.404	2	1	2	800	420	3
66	5	688154.27	8348915.45	0	63	2	2	0	2.892	0.333	0	16.552	0	365.517	0	0	0	2.1979	0	1	2	0.6719	0	1	0	1	0	15	2
67	5	688001.38	8348901.71	0	24	2	1	0	1.384	2	0.01	20.69	0	68.966	0	0	0	0.4558	0	0	3	0.5104	0.374	3	1	2	0	20	3
68	5	688147.14	8349006.9	0	22	8	3	0	1.66	1	0.02	0	0	689.655	0	0.7778	0	1.7338	0	0	2	0.6916	0.0575	3	1	1	220	25	3
69	5	688201.34	8349113.59	0	77	4	1	0	0.562	6	0	44.138	0	0	0	0	0	0.4558	0	0	2	0.6059	0.1962	3	1	2	0	75	1
70	5	687668.96	8349743.53	0	55	0	0	0	1.84	0	0.12	22.069	0	0	0	0	0	1.3771	0	0	2	0.627	0	1	0	1	0	200	2
71	5	688005.44	8349075.96	0	82	3	1	1	0.59	6	0.95	0	0	0	0	0.4801	0.2589	1.2863	0	0	1	0.32936	0	1	0	0	40	0	1
72	5	688315.76	8349077.61	0	63	10	2	1	2.832	1	0.65	0	69.655	137.931	0	1.2579	0.5178	4.0211	0.373	1	2	1.78737	1.5193	5	1	1	250	177	1
73	5	688193.74	8348994.59	0	38	12	1	1	3.076	2	0.42	96.552	34.483	200	0	1.4252	0.5379	1.2429	0.24	1	2	0.97626	0.2721	2	1	1	90	75	1
74	5	688220.56	8348984.64	0	30	8	2	0	3.256	2	1.43	21.724	10.345	1048.276	0	0.5562	0.5379	2.8508	0.2	1	3	0.49628	0.2277	3	1	1	300	75	3
75	5	688206.8	8349013.3	0	49	3	2	0	3.12	3	2.05	28.966	24.828	217.931	0	0	0	1.8329	0	1	3	0.83612	0.0514	2	1	1	0	100	2
76	5	688013.8	8349099.13	0	28	11	2	1	2.224	1	0.04	513.103	68.966	400	0	0.869	0.2589	2.7108	0.44	1	3	0.69944	0.2212	5	1	2	350	50	3
77	5	688256.78	8349307.8	0	40	12	2	1	4.324	2.5	0.1	27.586	0	289.655	0	1.2579	0.2589	3.2574	0	1	4	2.3362	0.7063	4	1	2	200	125	3
78	5	688219.44	8349361.87	0	48	10	2	0	3.84	0	0.2	55.034	0	165.517	0	0.869	0.2589	1.3674	0	0	2	0.80311	0.5429	3	1	1	750	50	3
79	5	687975.6	8348783.4	0	55	8	1	1	2.66	0.5	0.6	126.897	0	470.345	0	2.3699	0.2392	3.7514	0.54	1	4	2.05773	0.6472	2	1	1	150	110	3
80	5	688157.44	8349742.35	0	73	12	2	1	2.788	5	0	16.552	38.621	0	0	1.4252	0.2589	2.1979	0	1	1	5.352	5.352	2	0	2	80	50	1
81	5	688238.88	8349467.73	0	35	11	2	1	2.396	1.5	0	28.966	0	137.931	0	1.2579	0.2589	1.3771	0	1	1	0.6887	0.4132	1	1	1	500	50	3
82	5	688015.08	8348946.64	0	55	0	0	0	3.3	1	0	15.172	0	0	0	0	0	1.3771	0	0	2	1.16241	0.6852	3	0	1	200	100	2
83	5	688201.28	8349160.18	0	40	3	1	0	4.064	0.5	0	0	0	0	0	0	0	0.9116	0	0	2	0.91713	0	2	1	1	0	0	2
84	5	688249.81	8349228.62	0	42	12	2	1	3.644	2	0.03	73.103	0	0	0	0.869	0.2589	2.1979	0.373	0	3	1.27723	0.7333	2	1	2	120	120	3
85	5	688217.06	8349278.79	0	41	3	3	1	1.872	2	0	33.103	0	13.793	0	0	0.2589	1.3771	0	0	4	1.09924	0.1062	2	1	0	50	50	2
86	5	688259.22	8349248.91	0	41	4	3	1	3.684	2	0.9	0	0	0	0	1.0363	0.2589	2.1979	0.233	0	3	1.03747	0	1	0	0	0	80	2
87	5	688203.84	8349294.38	0	64	4	2	1	3.296	2	0.67	0	0	0	0	0.3889	0.2589	3.1095	0	0	1	1.12291	1.1229	2	1	0	0	100	2
88	5	688176.88	8348971.48	0	41	9	2	1	3.652	1.5	0.2	4.838	12.414	205.517	0	0.7778	0	2.1882	0.067	1	2	0.28909	0.1054	2	1	1	0	45	3
89	5	688079.13	8348896.45	0	32	12	2	0	2.924	1.5	0.45	20.69	0	57.931	0	0.3889	0	0.4558	0	1	1	0.74393	0.2976	2	1	1	0	50	3
90	5	688482.14	8349437.82	0	29	10	2	1	2.436	1.5	0.04	0	27.586	93.793	0	0	0.2589	2.7108	0.167	1	1	0.21648	0	1	1	1	300	100	3
91	5	687948.08	8349073.87	0	40	6	2	0	4.256	1.333	10.4	91.034	0	124.138	0	1.0363	0.2589	4.169	0	1	3	1.20795	0.7891	4	1	2	350	250	2
92	5	688014.33	8349084.08	0	74	4	3	0	7.46	6	0	0	0	0	0	0	0.2589	2.5546	0	0	1	1.29384	0	1	0	2	150	100	2
93	5	688058.99	8348866.73	0	25	11	3	1	2.012	0.5	0.54	9.655	0	0	0	0.4801	0	1.3771	0.373	0	3	0.78408	0.1089	2	1	1	200	100	3
94	5	687981.34	8348939.6	0	60	2	1	1	4.672	0.5	0.5	13.799	0	0	0	0.5562	0.2589	3.6224	0.54	0	2	0.92085	0.0619	2	1	1	350	100	2
95	5	688180.33	8349096.16	0	39	6	2	1	5.352	1.333	0	27.586	0	351.724	0	1.2579	0.5178	4.4432	0.107	1	2	0.9511	0.0343	1	1	2	0	150	2
96	5	688252.85	8349096.15	0	45	6	2	0	3.332	4	0	12.414	0	0	0	0	0	3.1666	0	0	2	0.91329	0	1	0	0	0	100	2
97	5	688199.47	8349286.23	0	43	4	2	0	3.908	3	0.05	0	0	16.552	0	0	0	2.1979	0	0	3	1.79211	0.6826	3	1	1	225	10	2
98	5	688384.32	8349312.66	0	48	4	3	1	6.3	0.75	0.35	0	0	34.483	0	0	0.2589	1.8803	0	0	2	0.40435	0	3	1	0	200	50	2
99	5	688226.48	8348998.87	0	37	8	2	1	3.472	1.5	0	244.359	18.759	137.931	0	1.4252	0.2589	4.1353	0	0	4	1.90639	1.1275	3	1	1	200	100	2
100	5	688139.76	8349573.3	0	41	3	1	0	3.044	1.5	0	0	0	165.517	0	0.3889	0	1.7324	0	0	1	0.33974	0	1	0	1	0	0	1
101	2	688188.88	8349006.24	0	23	0	1	0	2.264	1	0.1	0	0	0	0	0	0	0.8208	0.333	1	3	0.85237	0.0409	1	1	0	250	30	2
102	5	688250.68	8348997.24	0	28	8	1	1	2.184	1	0.08	50.345	0	6.897	0	0.4801	0	1.7421	0	0	2	0.5896	0.1022	2	0	0	150	125	1
103	5	687532.68	8348637.49	0	40	3	2	0	2.832	1	0.02	0	0	66.207	0	0.3889	0	2.6537	0	1	2	0.42807	0.1949	2	1	1	300	0	3
104	2	687760.41	8348865.1	0	41	0	1	0	2.052	0.5	0	0	0	82.759	0	0	0	0.9116	0	0	1	0.6147	0	1	0	1	0	0	1
105	2	687723.66	8348789.47	0	84	0	1	1	2.792	6	0.07	102.014	0	52.414	4.281	0	0	3.6795	0.473	1	4	1.04331	0.4252	4	1	1	0	275	2
106	2	687889.42	8348852.46	0	37	3	1	1	3.036	2	0	66.207	0	117.241	0	0.869	0	2.6537	0.373	0	1	0.6839	0.1368	2	1	0	0	0	3
107	2	687534.19	8348446.38	0	30	8	2	0	2.436	1.5	0.12	0	0	496.552	0	0.869	0.2589	2.1979	0.473	0	3	0.9558	0	1	0	1	0	425	2
108	2	687761	8348886	0	55	2	2	0	5.5	0.2	1.41	20.69	0	68.966	0	0.4801	0	1.7324	0.1	1	2	1.2975	0.1464	3	1	1	0	200	2
109	2	688023.05	8348907.07	0	31	8	2	1	2.652	1	0.01	0	0	121.379	0	0	0	2.7919	0.067	1	1	0.5445	0.3267	2	1	1	0	0	3
110	2	687641.66	8348622.36	0	69	5	3	0	11.214	0.556	2.82	997.241	0	2013.793	0	0.869	0	4.4769	0	0	4	3.4525	2.7228	4	1	1	950	70	2
111	2	687586.64	8348727.25	0	54	2	1	0	2.66	0.5	0.45	327.724	0	41.379	0	0.869	0.2589	3.1763	0.307	0	3	1.13575	0.2614	3	1	1	100	150	2
112	2	687857.94	8348845.08	0	84	8	1	1	1.986	3	0	0	0	103.448	0	0.3889	0.2589	1.3771	0.373	0	2	0.54666	0.0863	2	1	1	0	75	1
113	2	687203.25	8348407.15	0	69	0	1	0	3.874	2	0.59	0	0	13.793	0	0	0.2589	1.3771	0	0	2	0.6457	0	2	1	1	200	0	2
114	2	687205.67	8348385.99	0	25	12	2	1	1.64	1	0.07	0	0	137.931	0	0.7778	0.2589	1.3771	0.473	0	1	0.4563	0.4563	2	0	1	150	0	1
115	2	687548.93	8348639.03	0	76	8	1	0	0.774	6	0.01	45.655	0	0	0	0.4801	0	0.4558	0	0	1	0.5156	0.5156	4	0	1	0	0	1
116	2	687613.84	8348847.77	0	40	6	1	1	2.864	1.5	0.07	16.552	0	62.069	0	0.869	0.2589	3.2671	0.54	1	3	1.13319	0.1091	4	1	3	100	225	3
117	2	687549.61	8348876.38	0	40	5	2	0	4.672	0.5	0.09	445.517	0	135.172	0	0.3889	0.2589	2.7919	0.54	1	5	1.12534	0.2915	7	1	0	100	160	2
118	2	687051.84	8348911.37	0	64	2	1	0	0.84	0	0.11	5.517	0	41.379	0	0	0	0.9213	0.407	1	2	0.60625	0.2301	3	1	0	0	100	2
119	2	687456.4	8348555.54	0	63	0	0	0	0.84	0	0.3	8.276	0	30.345	0	0	0	0.9213	0.407	0	3	0.23373	0.0516	3	1	1	15	100	3
120	2	687434.35	8348570.77	0	55	8	2	1	4.32	0.25	7.92	41.379	24.828	82.759	0	0.869	0.2392	2.8016	0	0	2	1.07228	0.2325	3	1	0	300	104	2
121	2	687755.61	8348582.85	0	65	6	1	1	2.608	2	0.01	0	0	86.897	0	0	0	3.9497	0	1	3	1.04735	0.1966	2	1	1	90	27.5	2
122	2	687052.24	8348990.93	0	53	3	1	1	4.3	0.667	0.11	0	0	41.379	0	0	0	2.849	0	0	2	0.91705	0	1	0	1	100	56.5	2
123	2	687616.32	8348752.36	0	42	1	2	1	4.068	3	0	0	0	153.103	0	0.4801	0	1.7324	0.067	1	3	0.79492	0	1	1	1	0	150	2
124	2	687679.25	8348737.15	0	42	6	1	0	2.824	4	0.4	0	0	278.621	0	0.3889	0	1.3674	0.267	0	2	0.48957	0.2154	1	1	2	0	50	3
125	2	687658.5	8348739.19	0	29	8	1	0	2.184	1	0	44.138	55.172	468.966	0	0	0.2589	0.9116	0.333	1	2	0.74373	0	1	1	1	50	75	1
126	2	687670.36	8348756.47	0	54	3	2	1	5.284	1.667	0.12	17.931	0	331.034	0	0.869	0.7767	3.6658	0	0	2	1.07902	0.8977	3	0	1	50	50	1
127	2	687521.97	8348808.87	0	29	10	2	0	2.396	1.5	0.32	33.103	24.828	1544.828	0	1.2579	0.2589	1.8329	0.2	1	2	0.61187	0.1862	4	0	2	0	4	1
128	2	687910.32	8349088.77	0	43	0	1	0	3.66	0.333	0.46	97.931	24.828	77.241	0	0	0	2.6537	0.473	1	3	1.209	0.3423	3	1	0	350	100	2
129	2	687471.33	8348566.27	0	45	0	2	0	2.864	1.5	0.4	413.793	0	31.724	0	0.3889	0	1.7421	0	1	3	0.5191	0.0604	2	1	0	0	250	2
130	2	687506.29	8348552.27	0	20	8	0	0	1.84	0	0.12	26.759	0	82.759	0	0	0.2589	1.7421	0.34	1	2	0.3588	0.1115	2	1	0	100	0	3
131	2	687459.81	8348538.48	0	78	0	0	0	0.562	6	0	12.414	0	0	0	0	0	0.4558	0.267	0	1	0.3783	0	2	1	0	0	10	1
132	2	687576.21	8348673.12	0	64	8	1	0	2.84	0	0.34	9.655	0	0	0	0.3889	0	1.3674	0	0	2	0.57977	0.0651	3	1	0	375	200	2
133	2	687046.8	8348941.4	0	32	8	1	0	2.512	3	0	0	0	0	0	0.7778	0	2.2453	0.167	0	1	1.0656	0.2131	3	1	2	150	50	3
134	2	687782.07	8348800.86	0	31	5	1	0	2.224	1	0.2	61.103	7.862	6.897	0	0.869	0	1.7324	0.473	1	2	0.81912	0.8191	4	0	1	0	87.5	1
135	2	687783.02	8348785.14	0	26	8	2	0	2.184	1	0	27.586	0	62.069	1.379	0	0	0.9116	0	1	1	0.35149	0	2	1	2	0	12.5	3
136	2	687529.61	8348753.93	0	32	6	1	0	2.396	1.5	0.31	431.034	36.69	248.276	0	0	0.2589	2.8016	0	1	2	1.13869	0.356	2	1	3	50	10	3
137	2	687517.83	8348665.27	0	27	7	1	0	2.264	1	1.5	5.517	0	80	0	0.869	0	1.8329	0	1	2	0.46928	0.1941	1	1	2	0	250	3
138	2	687442.25	8348562.85	0	28	9	2	0	2.184	1	0	49.655	0	41.379	0	0.869	0	1.7421	0	1	2	1.18426	0	1	1	1	0	150	3
139	2	687730.64	8348760.21	0	51	0	1	1	6.804	0.667	0	0	0	0	0	0	0	2.279	0	0	2	1.38781	0.344	2	1	1	0	175	2
140	2	687754.76	8348775.84	0	54	0	1	1	3.012	0.333	0	0	0	102.069	0	0	0	1.8803	0.067	1	1	0.82545	0	1	0	1	0	20	1
141	2	687538.27	8348678.5	0	34	8	1	1	2.224	1	0.05	811.034	0	303.448	0	0.869	0.2589	3.6795	0	1	2	1.04082	0	2	1	1	0	150	3
142	0	687860.34	8348944.54	0	36	14	2	1	4.792	2.5	0.2	16.552	0	137.931	0	0	0	2.2887	0.407	1	2	0.6639	0.2639	3	1	0	0	50	3
143	2	687860.34	8348944.54	0	82	0	2	0	1.574	2	0.2	49.655	0	0	0	0	0	2.1979	0.24	0	2	0.6571	0.5596	2	1	0	250	85	2
144	5	687860.34	8348944.54	0	47	8	1	1	1.84	0	0.2	8.276	30.345	0	0	0.4801	0.2589	2.1979	0	0	2	0.4661	0.2749	3	0	0	125	150	1
145	2	687877.23	8348916.41	0	53	0	0	0	3.512	1.5	1.25	0	0	0	0	0.869	0.2589	2.6537	0	0	3	0.7041	0	4	0	0	100	200	2
146	2	687823.85	8348860.61	0	68	2	2	0	1.774	2	5.32	11.034	13.793	33.103	0	0	0	1.3771	0.433	0	2	1.03351	0.7295	2	1	0	150	100	2
147	2	687818.27	8348888.99	0	34	8	1	0	2.216	4	0.44	20.69	0	397.241	0	0.869	0.2589	1.8329	0.473	0	2	0.66948	0.0726	3	1	1	50	125	1
148	2	687786.06	8348898.31	0	74	0	0	0	0.562	6	0	0	0	48.276	0	0	0	0	0	0	1	0.24665	0	1	0	1	0	25	1
149	2	687741.4	8348773.29	0	30	3	2	0	2.504	4	0	0	0	248.276	0.828	0	0.2589	1.3771	0	0	1	0.62149	0	1	0	1	0	8	1
150	2	687761.32	8348789.29	0	35	7	1	1	1.424	2	0	48.276	0	82.759	0	0	0	1.3771	0	1	1	0.44835	0	1	0	1	0	50	1
151	2	687556.12	8348663.54	0	64	6	2	1	2.48	0.5	0.24	0	0	44.138	0	0.869	0.2589	3.1666	0	0	2	1.94699	0	1	0	1	350	50	1
152	2	687442.93	8348484.94	0	30	7	2	0	1.184	2	1.9	67.586	0	151.724	0	0.4801	0.2589	3.6224	0	0	2	2.12679	0.4254	1	1	1	100	75	1
153	2	687059.71	8349065.23	0	40	10	2	0	3.472	1.5	0	0	0	0	0	0.4801	0	1.3771	0	0	3	0.94724	0.5004	5	1	0	350	200	2
154	2	687614.7	8348834.92	0	61	3	1	0	1.052	1	0.1	0	0	165.517	0	0	0	0.9213	0.473	1	1	0.50424	0.5042	2	0	0	0	50	1
155	2	687612.06	8348868.47	0	38	6	1	0	1.436	3	0.02	528.276	0	0	0	0.4801	0.2589	2.255	0.473	1	2	0.72772	0.1455	3	1	0	0	100	1
156	2	687508.57	8348554.91	0	38	6	1	0	1.012	1	0.09	0	0	68.966	0	0.4801	0	2.6537	0.433	0	1	0.42513	0.4251	3	0	1	0	0	1
157	2	687922.96	8348944.93	0	77	8	2	0	2.382	2	4.27	22.069	0	965.517	0	1.981	1	4.8179	0.473	0	4	2.11623	0.9276	2	1	1	2500	0	3
158	2	687579.52	8348807.65	0	36	0	0	0	2.998	2	0	0	0	0	0	0	0	2.2887	0.167	0	1	0.15283	0	1	0	1	0	0	1
159	2	687503.7	8348427.25	0	39	8	1	1	2.904	1.5	0.04	0	17.241	455.172	0	0.3889	0	1.7421	0	1	2	0.40388	0.0282	2	1	2	0	100	3
160	2	687854.87	8348905.3	0	80	3	1	0	1.746	3	0.2	0	20.69	160	0	0.3889	0	2.1979	0.273	1	1	0.78005	0	1	0	0	50	25	1
161	2	687816.69	8348852.7	0	43	8	2	1	5.672	0.4	1.15	6.207	0	0	0	2.3699	0.2589	4.5437	0.307	0	2	1.13377	1.0773	4	1	2	200	25	3
162	2	687769.13	8348920.47	0	77	2	1	0	0.562	6	0.11	4.828	0	1241.379	0	0.4801	0	1.2863	0.233	0	2	0.30297	0	2	0	1	0	25	1
