1	685265.5607	8349089.041
2	685286.219	8349089.102
3	685255.4634	8349105.053
4	686064.2763	8348708.386
5	685977.527	8348912.001
6	685990.775	8348540.321
7	685943.0455	8348849.971
8	685878.1359	8349122.796
9	686004.8668	8348567.653
10	685884.3866	8348930.32
11	685918.8858	8348897.74
12	686031.7969	8348931.386
13	685960.1335	8349124.261
14	685927.8492	8349054.247
15	685989.5918	8349079.881
16	685969.9439	8349071.403
17	686009.8605	8349002.155
18	685992.1162	8349100.111
19	685667.6764	8348567.618
20	686039.8518	8348625.253
21	685666.9207	8348872.145
22	686009.2524	8348315.438
23	685650.074	8348559.235
24	685996.8712	8348604.785
25	685414.8172	8348842.454
26	685343.0463	8348910.952
27	686028.8999	8348918.573
28	685652.0913	8348916.079
29	686007.0354	8348348.541
30	685598.2187	8349169.674
31	685938.4261	8348532.65
32	685935.48	8348568.857
33	688207.2039	8348996.804
34	685976.8578	8348604.609
35	685670.1629	8348874.001
36	686028.0752	8348688.086
37	685917.0476	8348855.042
38	685551.8915	8348884.324
39	685927.5902	8349187.034
40	685190.9437	8349234.797
41	685214.5189	8349264.159
42	685208.8558	8349255.351
43	685594.0505	8348688.029
44	685359.8039	8349060.205
45	685400.0365	8349045.397
46	685348.2932	8349171.501
47	685544.2377	8348785.348
48	685548.3253	8348771.374
49	688309.6731	8349124.801
50	684479.6828	8349504.976
51	684452.0552	8349452.297
52	688219.6983	8349627.553
53	684629.021	8349560.368
54	684684.406	8349584.838
55	688193.944	8349581.613
56	684196.0698	8349911.046
57	684798.9744	8349624.01
58	685334.4942	8349181.899
59	688008.0695	8348985.977
60	688240.6719	8349284.688
61	688249.8659	8349454.915
62	688159.2299	8348984.788
63	688125.4508	8349546.409
64	688242.6214	8349669.201
65	688215.4297	8349016.657
66	688154.273	8348915.446
67	688001.3818	8348901.71
68	688147.1382	8349006.904
69	688201.3444	8349113.592
70	687668.9584	8349743.531
71	688005.4414	8349075.96
72	688315.7572	8349077.613
73	688193.7372	8348994.586
74	688220.5574	8348984.637
75	688206.7957	8349013.295
76	688013.8007	8349099.132
77	688256.7779	8349307.799
78	688219.4373	8349361.871
79	687975.5977	8348783.4
80	688157.4416	8349742.35
81	688238.8843	8349467.726
82	688015.0766	8348946.639
83	688201.2806	8349160.178
84	688249.8067	8349228.624
85	688217.062	8349278.788
86	688259.2195	8349248.911
87	688203.8429	8349294.383
88	688176.8783	8348971.481
89	688079.1307	8348896.451
90	688482.1394	8349437.815
91	687948.0771	8349073.866
92	688014.328	8349084.079
93	688058.9922	8348866.732
94	687981.3444	8348939.601
95	688180.3339	8349096.163
96	688252.8526	8349096.146
97	688199.4749	8349286.229
98	688384.3171	8349312.66
99	688226.4795	8348998.865
100	688139.7574	8349573.297
101	688188.8796	8349006.243
102	688250.6754	8348997.236
103	687532.6763	8348637.493
104	687760.4073	8348865.095
105	687723.6623	8348789.474
106	687889.4202	8348852.463
107	687534.1899	8348446.38
108	687761.0018	8348886.004
109	688023.0503	8348907.072
110	687641.6562	8348622.364
