111	687586.6387	8348727.254
112	687857.9449	8348845.075
113	687203.2546	8348407.146
114	687205.6711	8348385.992
115	687548.9348	8348639.026
116	687613.8368	8348847.766
117	687549.6128	8348876.376
118	687051.8375	8348911.369
119	687456.3965	8348555.543
120	687434.3519	8348570.765
121	687755.6089	8348582.851
122	687052.2445	8348990.926
123	687616.3161	8348752.361
124	687679.2461	8348737.15
125	687658.4967	8348739.194
126	687670.3599	8348756.474
127	687521.9699	8348808.872
128	687910.3209	8349088.769
129	687471.3283	8348566.27
130	687506.2935	8348552.274
131	687459.8132	8348538.475
132	687576.2079	8348673.115
133	687046.8003	8348941.396
134	687782.0671	8348800.855
135	687783.0196	8348785.135
136	687529.6085	8348753.927
137	687517.8313	8348665.274
138	687442.2516	8348562.846
139	687730.6413	8348760.206
140	687754.7573	8348775.84
141	687538.27	8348678.503
142	687860.3401	8348944.535
143	687860.3401	8348944.535
144	687860.3401	8348944.535
145	687877.2265	8348916.407
146	687823.8522	8348860.613
147	687818.265	8348888.985
148	687786.0602	8348898.311
149	687741.3957	8348773.29
150	687761.3184	8348789.289
151	687556.1205	8348663.535
152	687442.9319	8348484.94
153	687059.7117	8349065.228
154	687614.7043	8348834.923
155	687612.0625	8348868.472
156	687508.5736	8348554.912
157	687922.9628	8348944.929
158	687579.5226	8348807.646
159	687503.6991	8348427.254
160	687854.8674	8348905.296
161	687816.6889	8348852.702
162	687769.1267	8348920.465
163	687736.9933	8348774.431
164	688117.744	8347964.98
165	686629.5685	8349481.109
166	688142.178	8347898.062
167	688110.991	8347981.853
168	688067.943	8347980.311
169	688333.9246	8347887.257
170	688279.1873	8347972.451
171	688214.6295	8347944.631
172	688098.0976	8347984.057
173	688227.8422	8347791.712
174	688250.2117	8347845.204
175	688004.9134	8347681.704
176	688108.9435	8347981.426
177	687980.7614	8347647.702
178	687972.0408	8347633.274
179	688259.5866	8347956.339
180	688338.6469	8347817.507
181	688228.0109	8347826.788
182	688083.5905	8347958.942
183	688076.4546	8347995.514
184	688296.0283	8347925.068
185	688191.3939	8348013.421
186	688082.4757	8348022.356
187	688189.862	8348023.835
188	688076.7686	8348021.737
189	688068.5864	8347966.363
190	688155.5208	8347925.621
191	688190.9717	8347891.482
192	688230.9669	8347805.962
193	688199.1027	8347912.995
194	688368.898	8347915.42
195	688160.3132	8348028.715
196	688130.63	8347948.17
197	686639.4299	8349490.106
198	686641.4549	8349556.594
199	688355.2054	8347870.823
200	686623.4072	8349505.059
201	686626.947	8349489.872
202	686676.6043	8349538.393
203	686671.6225	8349575.612
204	687987.2904	8347766.494
205	688313.3742	8347832.534
206	688313.3742	8347832.534
207	688519.2043	8347915.895
208	688227.2031	8347901.819
209	688320.349	8347679.995
210	688252.7783	8347829.581
211	688381.6525	8347704.52
212	688373.5595	8347742.428
213	688293.7158	8347891.004
214	688313.3742	8347832.534
215	688195.8987	8347888.676
216	688041.5464	8347989.26
217	688257.6954	8347962.108
218	688175.932	8348003.694
219	688245.56	8347855.642
220	688276.6504	8347855.286
221	686638.2971	8349524.197
222	686650.9994	8349483.598
223	688370.8447	8347657.355
224	688358.8853	8347709.79
225	688329.3877	8347857.637
226	688135.7669	8347972.031
227	688302.6993	8347925.126
228	686721.4214	8349559.511
229	688329.6848	8347758.819
230	688253.475	8347877.047
231	688417.0204	8347932.856
232	686990.8178	8349239.827
233	688384.2328	8347663.336
234	686583.3956	8349479.256
235	686579.537	8349522.552
236	688204.677	8349441.438
237	684274.4368	8349818.048
238	684234.825	8349871.798
